dallas_from_venus                                                           ,aMantis
tapczanpulapka                                                              ,Jimothy Bull
Tempokin                                                                    ,Tempokin
wwwmonmon                                                                   ,wwwmonmon
Alecss                                                                      ,Alecss
Genofool                                                                    ,Genoz
etibamecus.                                                                 ,TheDHope
ShotoNC                                                                     ,ShotoNc
sapphire918                                                                 ,alphasapphire918
GreenCity                                                                   ,GreenCity
skarpherim                                                                  ,Skarpherim
depressioncherry_66209                                                      ,Depres_ionCher_y
prestonv                                                                    ,PrestonALewis
irrelevantone                                                               ,ADV Pride
KeshBa45                                                                    ,KeshBa45
udm31                                                                       ,UDM31
Goretex                                                                     ,Icypatek
jozin457                                                                    ,jozin457
tree69420                                                                   ,Tree69420
Saint-ome                                                                   ,gorditoconbigote
berkyderky                                                                  ,berkyderky
soulive                                                                     ,TryOut2001
YamHam                                                                      ,dunsparce_real
Antinomy                                                                    ,Antinomy22
alicelen                                                                    ,allce
air602                                                                      ,AirPan
othkurik                                                                    ,Othkurik
.shygon                                                                     ,EG Sato
jankcity                                                                    ,jank_city.mp4
yuramas                                                                     ,yuramas
Guebor                                                                      ,guebor
_uka                                                                        ,Team Constantin
Kenuckz                                                                     ,Donk27
FaceOFF                                                                     ,FaceOFF3141
.germ_                                                                      ,xgermx
TwaveMeister                                                                ,DonlyPhans
Yatagarasuwu                                                                ,Yatagarasuwu
nullmanfortnite                                                             ,McNull
olliertlol                                                                  ,Olliert
Coco / Yuii                                                                 ,Yuiis
countsligo                                                                  ,Count Sliggoo II
ditdus.                                                                     ,Dit Dus
Lawrencelot                                                                 ,Hummusfan
Repriloid                                                                   ,Repriloid
"rbvengeance (Nicknamed RBV in the server, you can use this as a shorthand)",RBVengeance
christosaz                                                                  ,Christos
ThisGuyMuks                                                                 ,ThisGuyMuks
mafx                                                                        ,Mafx
Sorenkazer                                                                  ,Sorenz
pokology                                                                    ,pokology2
tj_srevlis                                                                  ,advwtrainingwheels
yd12k                                                                       ,yd12k
4lowray                                                                     ,4lowrey
saiyanpride.                                                                ,Lt. Pickles
clinkbug                                                                    ,asbolus verrucosus
heyitsmeriley                                                               ,hey its me riley
Mamakoko                                                                    ,Venik777
Aatankkadusranaam                                                           ,mudi45
scootymcbooty123                                                            ,scootymcbooty123
notgossamer                                                                 ,GossHammyT
HakkihanTunbak (I recently joined the discord)                              ,ProfessorKid
Alargemongoose                                                              ,Alargemongoose
voidpkmn                                                                    ,Void
perogee                                                                     ,perogee
cleffacutie                                                                 ,yeamints
aewwae                                                                      ,xtina xendrix
tahat_t                                                                     ,tahat squared
mmtimmo                                                                     ,Mister Yim
Incognition                                                                 ,Incognition
hinkage                                                                     ,Walterfartwelwhite
madelinmorningstar                                                          ,MadelinMorningstar
bhol                                                                        ,Bhol
Segale                                                                      ,Segale
Forte                                                                       ,HeyYa!_Forte
elysyr                                                                      ,Elisy
fredrickDOUGLASS                                                            ,sbibling
GSC_Lover_Boy                                                               ,GSC_Lover_Boy
garcilp                                                                     ,AutumnMint
dazey                                                                       ,DMONDThrice
egocheck                                                                    ,DunsparceGamer
aplgd                                                                       ,A Plague Doc
liamworldpeace                                                              ,metwally
Grain_Jar                                                                   ,Glick666
gonzasaurio50                                                               ,Gonzasaurio 50
bigjon.                                                                     ,Lunarvania
I am the Jarl                                                               ,shreddersam
gstrem_                                                                     ,Aburame Nation
treyprime                                                                   ,muk fan
justbestlevels                                                              ,jlev
f1remaster (Display name: Hikari)                                           ,Hykari
gemnight                                                                    ,Paradox Bees
Iceberg5                                                                    ,Cocoking5
pdads                                                                       ,pdads
deckline                                                                    ,deckline
Latlat1                                                                     ,Latlat1
hypebeasthegel                                                              ,Duke Sux
hachimaki.                                                                  ,Hachimaki98
oskari1707                                                                  ,Oskari
tavi_tavi                                                                   ,TaviTavi
med470                                                                      ,scald<focusmiss
triskeriaki                                                                 ,triskeriaki
Vassi                                                                       ,Mobjamin
Wizzyhatg                                                                   ,Wizzyhatg
DarioLMM                                                                    ,Borgar hehe
Ktools#9665                                                                 ,Ktools
tibetanator                                                                 ,SaunkGod
lraven17                                                                    ,lraven17
lucyisafish                                                                 ,Lucyisafish
Dwightasaurus                                                               ,antantantantant
naisuneicha                                                                 ,naisuneicha
milkshook00                                                                 ,Milkshook?
koentjelub                                                                  ,Koentjelub
allmovingshadows                                                            ,allmovingshadows
Dridri457                                                                   ,Dridri457
EatYourToastSon                                                             ,EatYourToast
pat2678                                                                     ,OzEngine
NightinGem                                                                  ,NightinGem
bhazilica_46851                                                             ,bazilica
Ragnarocco                                                                  ,Ragnarocco24
heroin4sale                                                                 ,caraccident65278
Timm168                                                                     ,Microwavegod
Cyberodin                                                                   ,Cyberodin
cocoo7538                                                                   ,Bandoodee
bydy2                                                                       ,bydy2
vayun0906                                                                   ,Vermillion Gangsta
etymon_                                                                     ,EtymonLegomenon
allance05                                                                   ,reshiram660
kuru1432                                                                    ,carfacts
scurrying_snail                                                             ,Scurrying Snail
anashensoul                                                                 ,AnotherAshenSoul
Colteor                                                                     ,Colteor
.zerkas                                                                     ,zerkas
thestonewallsmith                                                           ,thestonewallsmith
almbkn                                                                      ,DimmyJean
fayestra                                                                    ,fayestra
grillking                                                                   ,grillkinggaming
w_r                                                                         ,wr
scrapmetal56                                                                ,Promeathean0056
Colonel Puff                                                                ,MISTER dELAWARE
@peerlesswindgod                                                            ,BlackWhiteMagic
Greyaz                                                                      ,Greyaz
leofox___                                                                   ,The band pet
Tyxerns                                                                     ,Tyxerns
jd_orph                                                                     ,GShed
Don7331                                                                     ,Smokingrocks
s_2_w                                                                       ,Genexys
ottoeb                                                                      ,Kaboom64
epiclyepicgamer                                                             ,EpiclyEpicGamerW
sheikhater                                                                  ,Salaryman William
marcelbruer                                                                 ,marcelbruer
Buzzed                                                                      ,Buzzed27
Carapinga                                                                   ,Eduardo Carapinga
Print Screen                                                                ,RoomTemperatureIVs
poosh_i                                                                     ,1P1o1s1h1e1
triiplemonstre                                                              ,Beleth7rei
keepingiticy                                                                ,keeping it icy
Deno                                                                        ,deno_nemesis
cristianj1588                                                               ,EG Zelph
lucida                                                                      ,SixOfRobins
lucida                                                                      ,Key to Life
Redrame                                                                     ,Redrame
BlerpDerpSkerp                                                              ,BlerpDerpSkerp
goldmason                                                                   ,goldmasonvt
Bedal                                                                       ,Bedal Roscoe
sopphaking                                                                  ,Sopphaking
ThunderousBagel                                                             ,ThunderousBagel
billgatesalt_53189                                                          ,BillGatesAlt
.lucky_7.                                                                   ,luckii_girl
Klire                                                                       ,Klird
kvistsivk                                                                   ,Kvist
_rekkzz_                                                                    ,rekkzz__
danovg_64140                                                                ,danofish3812
jerdgerd                                                                    ,jerdgerd
jensendale                                                                  ,JensenDale
girlevader                                                                  ,100techs
Carfrogs                                                                    ,Carfrogs
mewunderscoretwo                                                            ,moowee
Nicko                                                                       ,E585
bthorne6                                                                    ,benmatt1999
tylerisacommonname                                                          ,zanebomb
Sootfoot                                                                    ,Yonkolevelpirate
chrisdrums19                                                                ,ADV TechSupport
Shifty1239                                                                  ,TasmanianDemon
tyler.cox                                                                   ,butter dk
frogsella                                                                   ,Big Nut Bill
ltg04                                                                       ,LTG
litterofbiscuits                                                            ,Lady_Sundalia
Aahaahaah                                                                   ,Aahaahaah
Aeirion                                                                     ,Aeirion
warupeach                                                                   ,myranksux
qsns                                                                        ,qsns
bloomsmiles                                                                 ,bloomisgaming17
Fantasmal_.                                                                 ,Faantome
younglemonhope                                                              ,Girls See Ghosts
LoDart210                                                                   ,LoDart210
Melninja                                                                    ,melninja
renlyyynnn                                                                  ,RoninRedux
lemonlc                                                                     ,Lemon LC
IAmGolden                                                                   ,GoldenPlaysPokemon
itsaregionaldialect                                                         ,Outlandish Obloquy
choicespecshydreigon                                                        ,ljsampson
ponzuuu                                                                     ,grandparoshi
cisconduct                                                                  ,cisconduct
Typlion                                                                     ,RevivalTyp
Terabaap8365                                                                ,Mudi45
Superstar                                                                   ,Gourgiest enjoyer
Pabby_1805                                                                  ,Whiscash Cuajao
                                                                            ,Esacwollip
deftbrixton                                                                 ,Big John Green
TurteigFilosofo                                                             ,Pikachu Surfista
epad93                                                                      ,teratwink
@struggles_under_pressure                                                   ,SoapierMage5794
legoerofeggos                                                               ,legoerofeggos
HunarPG                                                                     ,HunarPG
starii88                                                                    ,Jimothy Non-Subs
felipe01788_                                                                ,felipe01788
wiilink100                                                                  ,wiilink100
.alig.                                                                      ,Ali.gnome
caps lock 3009                                                              ,Capitao General ll
Ale                                                                         ,elale0803
jew9318                                                                     ,Euph0riADV
adv_fella                                                                   ,ADV Fella
truelawbringer                                                              ,True Lawbringer
Achohermano                                                                 ,Quiero mucho a Mar
hoam                                                                        ,h04m
kinou_pkm                                                                   ,KTheMathematician
doomlsinger                                                                 ,doomlsinger
kewta                                                                       ,kewta
flying.beagle                                                               ,Flying Beagle
xerospacious                                                                ,xerospacious
GroundBack                                                                  ,GroundBack
Doppio                                                                      ,bowserland
chad.lagos                                                                  ,chad.lagos
temraneee                                                                   ,temrane
Baptista                                                                    ,Baptosta
owlman7507                                                                  ,leoperi99
Wifike                                                                      ,Wifike
ilikeeatingcrayons                                                          ,ilikeeatingcrayons
Pressle54                                                                   ,Pressle54
Larrea                                                                      ,Larrea000
Ditchpigs                                                                   ,lando11238
kool_kat.                                                                   ,JoeFlint
SoCalSon                                                                    ,SoCalSon
nihiliros                                                                   ,Nihiliros
pinjarrapanther                                                             ,PinjarraPanther
Cyber-DJ                                                                    ,YT-Cyber-DJ
roofb                                                                       ,roofb
darth0068                                                                   ,Darth33
v1ctor23                                                                    ,Handyman2
no8ull                                                                      ,No8ull
windreen#5768                                                               ,Craque Vina
_deacon                                                                     ,xDeacon
lemann8184                                                                  ,That one guy774
SpeccyGames                                                                 ,SpeccyGames
theepiccd56                                                                 ,CD56
thegreatest23                                                               ,chiefbeef1234
id.heaven                                                                   ,aeris999
ilovemygrandma444                                                           ,perfect purple
@aevitostrath or Timehacker Aevitos                                         ,Zoroark Nidoking
xXEricXx                                                                    ,xXEricXx
rizzarroflame                                                               ,Rizzarro Flame
xamvius                                                                     ,Xamvius
capybararunner                                                              ,Boji's Castle
wonderfulwhiscash                                                           ,Wonderful Whiscash
realshelly                                                                  ,ShellyYGO
myrox123                                                                    ,My_Rocks
Apostic                                                                     ,Apostic
solars_power                                                                ,solar's power
@brunocoolgamers                                                            ,brunocoolgamers
MenaCicada                                                                  ,MenaCicada
evakiyama                                                                   ,kittencel
Upon_Link_Main                                                              ,UponLink
toronto sucks                                                               ,billclintonlol
duxinc.                                                                     ,DuxIncorporated
thefattestofyoshis                                                          ,Gaboelpro777
larkindred                                                                  ,larkindred
draccus_comun                                                               ,DraccusComun
calebdoesmath                                                               ,coven-meyer
derevien                                                                    ,Derevien
lindonh                                                                     ,YungLindo
tonii5531                                                                   ,Jnho
Salamaster                                                                  ,smollest brian
Tefo                                                                        ,TefoShark
oscarpetersonstan                                                           ,D - The Degenerate
Golden7758 or Goldyn                                                        ,Gldyn
Himura                                                                      ,Himurabt
gudemuch                                                                    ,loleinsmaragd
gogozeppeli1890 (rconquer)                                                  ,go-go-zeppeli-1890
Leeto64                                                                     ,Leeto64
ChetManley                                                                  ,SmoGonagall
crboxww                                                                     ,Magikarp Bleu
pac_rojo                                                                    ,CazabichosPablo
Axselo                                                                      ,Axselo
zxgzxg                                                                      ,zxgzxg
TheTwo                                                                      ,Darksamer
crazycuttlefish                                                             ,Crazycuttlefish
ellieofficialvevo                                                           ,three chicks mafia
vy_apostrophe                                                               ,VyoletRayn
Ren-of-Hearts                                                               ,Ren-of-Hearts
theamazingeevee                                                             ,theamazingeevee
diamonddiancie                                                              ,DiamondDiancie25
bergenseren                                                                 ,bergenser
Rebatca                                                                     ,Rebatca
gambling.goddess                                                            ,swinubfan123
jodye                                                                       ,her lips
bashedayo                                                                   ,1HPWonder
cashzachary                                                                 ,13 a s e d
glucoseguardian1                                                            ,niiiccck
Musical_box                                                                 ,Dusty_boy
biluv_v                                                                     ,B.B.H00D
Goose824                                                                    ,BL0X
Moneybaggslowbro                                                            ,FreeYSL321
swope                                                                       ,swope
KreksuPKMN                                                                  ,NotNerdySnakeFan
Drainu                                                                      ,DrainU
iNeedJuuce                                                                  ,please ban rachi
ultraemeraldman_16197                                                       ,Humorous Husband
CodeRedSP                                                                   ,CodeRedSP
rainebowstargirl                                                            ,RainebowValiant
5darkelves_gmen                                                             ,5darkelves
martconqueso                                                                ,Vangaio
.aj2.0                                                                      ,drogasas
sprasle                                                                     ,sprasle
Hidan.0/idfk                                                                ,CompetitiveZero
zoyotte                                                                     ,zoyotte
style_purposes                                                              ,StyPur
ilikethisbox                                                                ,ADV Tristan
tehpenguinofdoom                                                            ,Gulchittious Boi
Sotina                                                                      ,Sotina
rin9717                                                                     ,ripmegaflygon
toruwu                                                                      ,im at the office
mintchocolateguy                                                            ,MintChocolateGuy
                                                                            ,Oce_the_King
Rainer7849                                                                  ,Rainer2424
bdicap                                                                      ,BDICAP
goldofatlantis                                                              ,NeverX
dimiswooner                                                                 ,Dimiswooner
sapphish.                                                                   ,mega sappho
cyberas                                                                     ,cyberas
jpmockman                                                                   ,jpmockman
maddie._.km                                                                 ,woobysmooby
CT3thagod                                                                   ,Ct3tha
chaotic_iris                                                                ,CarolBlazing
_madog95_                                                                   ,madogg
viel06                                                                      ,VIELZADA
ratdogreborn                                                                ,ratdogrefurnished
lawn1826                                                                    ,Ten Dogs
ByrneBaby                                                                   ,ByrneBabyyyyy
jahim_                                                                      ,Jahim the Cream
sharkhammer                                                                 ,herold_man
CHICKENBOOB                                                                 ,CHICKENB00B
blunderpolicy                                                               ,blundergoth
charku                                                                      ,Charku
CheesiMoon                                                                  ,cheesimoon
SqueamishCube                                                               ,SqueamishCube
Nunleft                                                                     ,Nun_IE
zy___                                                                       ,PotatoZ4
Blanched                                                                    ,blanched
elanieunderscore                                                            ,elanie
_honua                                                                      ,honuacjs
viksep                                                                      ,viksep
chtx                                                                        ,ccczzx
hipimochi                                                                   ,hipimochi
otael                                                                       ,otael
coutt                                                                       ,kug98
tommy4830                                                                   ,shitking
loffelbiskuit                                                               ,Loeffelbiskuit98
someonetookneoflameraaaah                                                   ,peppapigfan867
emerald_harrold                                                             ,Emerald_Harrold
danielsemmson                                                               ,kaesespaetzle
GeneralRevan                                                                ,G3neralR3van
Troglodyte                                                                  ,troglodyte480
dank_meme_wizard_vinny (Displayed as: DankMemeWizardVinny)                  ,dankmemewizard
Pietro Giuffra                                                              ,rtyjgiuy
fruitiepie                                                                  ,JustFruitSalad
strawbbz                                                                    ,Strawbbz
Calook13                                                                    ,Calook13
tanao                                                                       ,tanao
mugua (purple Pikmin pfp)                                                   ,Mugua
bruh504                                                                     ,Xurkiyee
trymepedro                                                                  ,mewis1ft2in
giantking20                                                                 ,WeesKind333
luca                                                                        ,RacerL
Jones#4672                                                                  ,easrtbat
SpooningManatee                                                             ,SpooningManatee
elmagneto                                                                   ,AutumnWailord
cheerful_dragon_75260                                                       ,jeffoly
theepictreeeater                                                            ,thepurplesquid531
dragonlord6954                                                              ,orz
tub69                                                                       ,tub69
ritter_wolke                                                                ,Ritterwolke
Ehtis                                                                       ,EhtishamEX
Drekt93#0078                                                                ,Drekt93
SentientSanchez                                                             ,CharBoy3000
ghostreported                                                               ,Organic Oranges
luisin6545                                                                  ,MariadelosSantos
the_app                                                                     ,The_App15
DeathbyDunsparce                                                            ,DeathbyDunsparce
Fish0287                                                                    ,104901dog
Tezzz_29                                                                    ,Atomicambipom
Svejk97                                                                     ,Svejk97
Dig Boshi                                                                   ,Dig Boshi
.ajcapone                                                                   ,zingpop
luukthegamer                                                                ,LuukTheGamer
Zcarlett                                                                    ,Zcarlett_
nekuyagokoro                                                                ,NekuYagokoro
2coinsglued                                                                 ,peanuts4ever
firecracker1195                                                             ,Firecracker1195
.verb                                                                       ,verbatim
skitz_money                                                                 ,SKITZ_MONEY
SgtPingwen                                                                  ,SgtPingwen
crustaceus                                                                  ,crustaceus
bigyunakafan                                                                ,dewottfan69
zasterly                                                                    ,zasterly
denizs8                                                                     ,denizzz
almarkowbender                                                              ,Almarkowbender
isaiahterveen                                                               ,MeatballSpaghetti
gnore                                                                       ,gnore
onewhorants                                                                 ,OneWhoRants
AbsorbedFire#8970                                                           ,TheMiamiPalaphins
br.twfb                                                                     ,vbncvx
sand1234.                                                                   ,swiscool
9kuyijpoi9u08ouhjip_57599                                                   ,cyluic
rtrn3base                                                                   ,rtrn2base
Simonf                                                                      ,Simonsimonf
javiercar#9743                                                              ,javiercar
Zacynthius02                                                                ,Zacynthius
terradayy                                                                   ,valiantbattlerextr
erfder (old style Erfder#3147)                                              ,Erfder
awelcomeguest                                                               ,A Welcome Guest
MrMenthol                                                                   ,Sugarmaker
laxuy                                                                       ,lax
MoxieKrok                                                                   ,pslmrt_ochs
poots6476                                                                   ,Gooball99
nichard_                                                                    ,squeenr
flareliger                                                                  ,FlareLiger
hansenator.                                                                 ,Hansenator
yallen                                                                      ,yallen
Reptikrook                                                                  ,Reptikrook
tj_srevlis                                                                  ,advwtrainingwheels
clarissen                                                                   ,clarissen
Weredude0454                                                                ,Weredude08
riri_ice                                                                    ,riri_ice
valyns                                                                      ,Valyns
Romeu                                                                       ,phycholess
YellowHat#0714                                                              ,YellowHat07
blisy                                                                       ,NoBottlecapsBlisy
dragonjosh_52454                                                            ,a nju treid
@geosesarma                                                                 ,AverageWalrus
rovels                                                                      ,Rovels
mcgowin (ID: lgv#9084)                                                      ,mcgowin
Scrigman                                                                    ,FlappleFan20
sanke carp                                                                  ,SANKE CARP
Kydreith33                                                                  ,Kydreith33
TDS (TDS4187)                                                               ,LetswaveaBook
dhgss                                                                       ,Dhgss
.sandshrew_                                                                 ,CakeConnesseur
Mintyfresh756                                                               ,Catmode
krungus                                                                     ,krungo
papajefe                                                                    ,banana plus plus
DanWhoDis                                                                   ,DanteADV
diegoin10                                                                   ,DiegoIn
jheff97                                                                     ,HeffTV
moistmania                                                                  ,moistmania
.pkleech                                                                    ,pkLeech
Peppeppeia                                                                  ,Peppeppeia
[ squirtle_squad ] big_squatto                                              ,Big_Squatto
loopingpyre                                                                 ,LoopingPyre
dadaasdcfaw                                                                 ,dadaasdcfaw
UnzipsCrogre                                                                ,UnzipsCrogre
.kemry.                                                                     ,omghide
watermelondawg                                                              ,Leo
TRXXJEH                                                                     ,TRXXJEH
Eggman                                                                      ,BCLLCB
jonasramzi                                                                  ,ojr
Fakes                                                                       ,Fakes
Spedonic                                                                    ,Spedonic
Amir (lordamir & lordamir2)                                                 ,Amir
Felizelise                                                                  ,Forblaze On Em
